AverageQ,StdForwardProgress,QFunRegParamNorm,AverageAbsQ,Epoch,AverageAbsQYDiff,StdEsReturn,MaxEsReturn,MaxForwardProgress,StdReturn,AverageDiscountedReturn,AverageY,MinEsReturn,MinReturn,AverageForwardProgress,MaxReturn,MinForwardProgress,AverageEsReturn,AverageAbsY,AverageReturn,AverageQLoss,AveragePolicySurr,PolicyRegParamNorm,AverageAction
-1.1818672476292191,4.440892098500626e-16,9.242757851137988,1.2395254291721607,19,0.11703902475526841,20.688654490252343,-2.0,3.4821497819186495,0.0,-10.07976424815106,-1.1816343956068205,-72.0,-10.0,3.48214978191865,-10.0,3.4821497819186495,-30.491803278688526,1.2622479137705036,-10.0,0.03953828532331602,1.1324614795399752,27.748120977852565,0.9024985406618206
-1.2296291550527525,2.220446049250313e-16,9.440435139111784,1.290124218954968,20,0.12541301253328907,13.1509138080019,-4.0,1.9308523510074838,0.0,-10.079764248151061,-1.2293330081437015,-54.0,-10.0,1.930852351007484,-10.0,1.9308523510074838,-21.038961038961038,1.3123340422311842,-10.0,0.042597842008082566,1.1639728585194293,27.86242812673748,0.7637199763258058
-1.2359289571502499,1.1102230246251565e-16,9.632000191892732,1.303698592609261,21,0.13262591380147118,12.044185319065793,-4.0,0.8374831978810201,0.0,-10.07976424815106,-1.2355773692366272,-62.0,-10.0,0.8374831978810202,-10.0,0.8374831978810201,-18.24,1.3251770674291228,-10.0,0.04512714010391832,1.0509399542473845,27.949268597721602,0.9433176668365013
-1.0867799412997536,0.0,9.799719835478518,1.1832181661957173,22,0.14040907686842272,13.61158926499182,-2.0,0.0,0.0,-11.978966605669545,-1.085411288086954,-58.0,-12.0,0.0,-12.0,0.0,-24.0,1.2035150692931025,-12.0,0.04716130302124559,0.8127822937123426,28.003577433908685,0.9999998224628465
-0.911964283296944,0.0,9.920263887373078,1.0123043661576188,23,0.13661436641029515,14.158383869461014,-2.0,0.0,0.0,-29.88573169084388,-0.9102008878752754,-64.0,-32.0,0.0,-32.0,0.0,-20.526315789473685,1.0358522460596173,-32.0,0.04793151919720425,0.7320173229324761,28.046761086693547,0.9999999707278978
-0.8497192768890375,0.0,10.023552365956606,0.9389736087418087,24,0.13385940832511706,12.445651795246977,-2.0,0.0,0.0,-36.58891261815518,-0.848693526374974,-48.0,-40.0,0.0,-40.0,0.0,-20.571428571428573,0.9609872473344995,-40.0,0.047594671924793386,0.7251698530324506,28.07816862619027,0.9999999817111108
-0.8410254104619955,0.0,10.09830202502538,0.9120364600087337,25,0.12827680720850757,14.201563772354328,-2.0,0.0,0.0,-8.16137802843541,-0.8398700671813872,-60.0,-8.0,0.0,-8.0,0.0,-21.305555555555557,0.9350548422098425,-8.0,0.04642528992747728,0.7402732044480113,28.1050553784895,0.9999999904052652
-0.8396491937105525,0.0,10.187423911183432,0.9023183329433502,26,0.12493578765758068,13.133226963171593,-2.0,0.0,0.0,-10.07976424815106,-0.8390923974265388,-52.0,-10.0,0.0,-10.0,0.0,-21.35211267605634,0.9245354488094975,-10.0,0.04493652963985726,0.743169856230637,28.13152710194454,0.9999999909301486
-0.8542445225323252,0.0,10.282350847816362,0.9046509670099578,27,0.1217066136588882,14.060023330541217,-2.0,0.0,0.0,-6.223614170136778,-0.8534249174524142,-56.0,-6.0,0.0,-6.0,0.0,-25.147058823529413,0.9300250916669514,-6.0,0.045448186836056635,0.7690582209211043,28.15222927142833,0.9999999831812554
-0.8693824830389162,0.0,10.342177561403897,0.9137731163123824,28,0.1181932767517554,16.966470201874966,-2.0,0.0,0.0,-34.93829557389413,-0.8687298554563764,-102.0,-38.0,0.0,-38.0,0.0,-20.5,0.94076498505883,-38.0,0.04440302561141313,0.7888392006827646,28.17412883308404,0.9999999610128197
-0.8827451844377531,0.0,10.438086721706139,0.9302194332711129,29,0.1172849436171904,14.181418906610682,0.0,0.0,0.0,-4.266276939532102,-0.8822990858572693,-54.0,-4.0,0.0,-4.0,0.0,-18.227848101265824,0.95677674307299,-4.0,0.043794711247795194,0.7879238450289853,28.181081767706022,0.6281925307174536
-0.9047340740420979,0.0,10.5253622470637,0.9547366729049543,30,0.11802366632121077,11.040487466311218,0.0,0.0,0.0,-2.289168625789999,-0.9041053850615616,-46.0,-2.0,0.0,-2.0,0.0,-12.534653465346535,0.9828384005262728,-2.0,0.04459539996279132,0.732139006702746,28.243832009135765,0.6374738764542364
-0.912181267896477,0.0,10.618179441105939,0.9651035939148517,31,0.11726339883259712,9.778545154031724,0.0,0.0,0.0,-2.289168625789999,-0.9116652629754275,-40.0,-2.0,0.0,-2.0,0.0,-12.174757281553399,0.9917261492440675,-2.0,0.04384183246538304,0.7378923650894146,28.299240739167235,0.6161729735289341
-0.8540894040619166,0.0,10.758018148605052,0.9263398167599596,32,0.11521413686326235,37.250106253258075,0.0,0.0,0.0,-2.2891686257899995,-0.8535332997956783,-358.0,-2.0,0.0,-2.0,0.0,-13.195652173913043,0.9518959770331533,-2.0,0.042344875141838455,0.690319184081412,28.339339752062415,0.6137722508882093
-0.7934226854405281,0.0,10.858959885375844,0.8865218947145436,33,0.11316111833911209,25.52021895230274,0.0,0.0,0.0,-2.289168625789999,-0.7926698211969865,-238.0,-2.0,0.0,-2.0,0.0,-14.872340425531915,0.9109633742675523,-2.0,0.0402959734363244,0.6418805368269581,28.380130465870625,0.6256531960447819
-0.7312060922089372,0.0,10.995420447149527,0.8414064441541073,34,0.11838939325502333,10.229150736896711,0.0,0.0,0.0,-2.289168625789999,-0.7303703299202096,-66.0,-2.0,0.0,-2.0,0.0,-9.823529411764707,0.8702694292237582,-2.0,0.04408940924958297,0.5759306259709732,28.427532396474966,0.6254215927603569
