QFunRegParamNorm,AverageAbsQ,StdEsReturn,StdReturn,AverageForwardProgress,PolicyRegParamNorm,AverageQLoss,Epoch,MinEsReturn,AverageReturn,AverageEsReturn,AveragePolicySurr,MaxForwardProgress,AverageAction,AverageQ,AverageY,AverageDiscountedReturn,MaxReturn,MinReturn,MinForwardProgress,AverageAbsY,MaxEsReturn,AverageAbsQYDiff,StdForwardProgress
8.170294538999563,0.10810343333968833,3.2367076183623698,0.0,0.0,33.91888299565395,0.05725437110256455,9,-10.0,10.0,9.461697722567287,-6.980588506672878,0.0,1.0,-0.10810343333968833,-0.05567634402382861,9.6059601,10.0,10.0,0.0,0.14942634402382862,10.0,0.05308176893278607,0.0
