AverageDiscountedReturn,StdForwardProgress,MinEsReturn,MaxEsReturn,StdReturn,AveragePolicySurr,AverageEsReturn,AverageAbsQYDiff,MaxForwardProgress,AverageAbsQ,MinReturn,MaxReturn,AverageAbsY,AverageQ,MinForwardProgress,PolicyRegParamNorm,AverageReturn,AverageY,Epoch,QFunRegParamNorm,AverageAction,AverageForwardProgress,AverageQLoss,StdEsReturn
8.179069375972306,0.0,-10.0,10.0,0.0,0.016610771207269788,9.461697722567287,0.05308176893278607,0.0,0.10810343333968833,10.0,10.0,0.14942634402382862,-0.10810343333968833,0.0,26.446205851670072,10.0,-0.05567634402382861,9,8.014054357626168,0.11435144691279035,0.0,0.05725437110256455,3.2367076183623698
