StdForwardProgress,AveragePolicySurr,AverageEsReturn,MinReturn,AverageDiscountedReturn,AverageAbsY,AverageQ,MaxForwardProgress,AverageAbsQYDiff,AverageQLoss,StdReturn,MaxReturn,MinForwardProgress,MaxEsReturn,AverageY,StdEsReturn,QFunRegParamNorm,Epoch,AverageForwardProgress,PolicyRegParamNorm,AverageAction,AverageAbsQ,AverageReturn,MinEsReturn
0.0,0.016610771207269788,9.461697722567287,10.0,8.179069375972306,0.14942634402382862,-0.10810343333968833,0.0,0.05308176893278607,0.05725437110256455,0.0,10.0,0.0,10.0,-0.05567634402382861,3.2367076183623698,8.014054357626168,9,0.0,26.446205851670072,0.11435144691279035,0.10810343333968833,10.0,-10.0
0.0,-0.06345868695782762,8.547486033519553,10.0,9.6059601,0.11655042267095134,0.05057116910006996,0.0,0.08637646693622034,0.0339768070439461,0.0,10.0,0.0,10.0,0.05100484533336141,5.190422189647793,8.304733521140708,10,0.0,26.458969538861922,0.9999993027284968,0.10158514224144298,10.0,-10.0
0.0,-0.27987215918515074,7.291666666666667,-10.0,-9.6059601,0.2467602498366211,0.23949621033373314,0.0,0.05019282519060032,0.02010594758754126,0.0,-10.0,0.0,10.0,0.23997899983662108,6.843361544023685,8.348258375204091,11,0.0,26.46091838317338,0.9999997421805691,0.23968676128023217,-10.0,-10.0
0.0,-0.3947142865351968,6.262626262626263,-10.0,-9.6059601,0.355985809496472,0.3434272834201261,0.0,0.05358741619560547,0.025202754247912948,0.0,-10.0,0.0,10.0,0.34392330949647204,7.796121618770695,8.442612724193689,12,0.0,26.460947505510973,0.999999756091076,0.3434421746506289,-10.0,-10.0
