AverageEsReturn,AveragePolicySurr,MinForwardProgress,AverageAction,AverageForwardProgress,AverageReturn,AverageQLoss,MinEsReturn,AverageAbsQYDiff,AverageAbsQ,MaxEsReturn,StdReturn,StdForwardProgress,AverageY,MaxReturn,AverageAbsY,MaxForwardProgress,AverageDiscountedReturn,Epoch,PolicyRegParamNorm,MinReturn,QFunRegParamNorm,AverageQ,StdEsReturn
9.461697722567287,0.016610771207269788,0.0,0.11435144691279035,0.0,10.0,0.05725437110256455,-10.0,0.05308176893278607,0.10810343333968833,10.0,0.0,0.0,-0.05567634402382861,10.0,0.14942634402382862,0.0,8.179069375972306,9,26.446205851670072,10.0,8.014054357626168,-0.10810343333968833,3.2367076183623698
