MaxForwardProgress,MinReturn,MinForwardProgress,AverageReturn,Epoch,AveragePolicySurr,AverageY,AverageDiscountedReturn,StdReturn,QFunRegParamNorm,MaxEsReturn,MaxReturn,AverageAction,AverageAbsY,AverageQ,StdForwardProgress,StdEsReturn,PolicyRegParamNorm,AverageForwardProgress,AverageQLoss,MinEsReturn,AverageEsReturn,AverageAbsQ,AverageAbsQYDiff
0.0,10.0,0.0,10.0,25,-0.4841287056154877,0.2865075531067489,9.509900498999999,0.0,12.740015015364145,10.0,10.0,0.9144518225753013,0.6774354604461049,0.286714547920485,0.0,9.814377801697518,27.487249458411846,0.0,0.09289150232527314,-10.0,1.917808219178082,0.6141402924833158,0.18877150984040778
0.0,10.0,0.0,10.0,26,-0.5215060892385446,0.31493765542943153,9.509900498999999,0.0,12.936575757499583,10.0,10.0,0.9147100329839696,0.7127664031203439,0.3152052555990509,0.0,9.751657066819421,27.5127705356035,0.0,0.09051282724282748,-10.0,2.214765100671141,0.6491903884881542,0.18926831627620389
0.0,10.0,0.0,10.0,27,-0.5356234495543023,0.3208782462821332,9.509900498999999,0.0,13.13486003280957,10.0,10.0,0.9464942576302038,0.7273631591326114,0.32126666699922474,0.0,9.856136358828678,27.58407175672321,0.0,0.08730056469429262,-10.0,1.6901408450704225,0.6638853544018269,0.1852019655610929
0.0,10.0,0.0,10.0,28,-0.5289162014734928,0.31731462741098226,9.509900498999999,0.0,13.35261247345952,10.0,10.0,0.8532345604748361,0.7306828835455591,0.3175290344910838,0.0,9.966748557958022,27.685164768511143,0.0,0.08524721847753929,-10.0,-0.8148148148148148,0.6637056678232136,0.18189597009005837
0.0,10.0,0.0,10.0,29,-0.5159555245285664,0.30822118277595734,9.509900498999999,0.0,13.570907837463023,10.0,10.0,0.8699766986632437,0.7292448160871468,0.3085523492369449,0.0,9.670310785604254,27.964386502316774,0.0,0.08325086001696805,-10.0,2.546583850931677,0.6613812873575239,0.17933117647347013
0.0,10.0,0.0,10.0,30,-0.5009963936712956,0.2913445035263013,9.509900498999999,0.0,13.822056084490068,10.0,10.0,0.8361492299528832,0.7273065191369654,0.2915387985003479,0.0,9.905357600247129,28.337608867105953,0.0,0.07878478397402774,-10.0,1.3725490196078431,0.6579090020622538,0.17378754439981012
0.0,10.0,0.0,10.0,31,-0.4839783171603465,0.2793520510375729,9.509900498999999,0.0,14.076923321854915,10.0,10.0,0.8002317338525607,0.7248402303483212,0.28009984318202386,0.0,9.851013976652844,28.69413521992286,0.0,0.08001441760030374,-10.0,1.7197452229299364,0.6526544658475654,0.17572020050088305
0.0,10.0,0.0,10.0,32,-0.47589912239701265,0.26878082619916466,9.509900498999999,0.0,14.323509280630365,10.0,10.0,0.8120756277331388,0.7213013638018442,0.2693261675562349,0.0,9.550960709798241,29.00999770516974,0.0,0.07743175773167249,-10.0,2.962962962962963,0.6484790457276939,0.17180808578279708
0.0,10.0,0.0,10.0,33,-0.46870606291775857,0.2626981369192149,9.509900498999999,0.0,14.533231046556534,10.0,10.0,0.8337778514027546,0.7229410228575757,0.26341975408849155,0.0,9.601447880218434,29.287935443428808,0.0,0.08034702970840131,-10.0,2.7950310559006213,0.6482517472004917,0.17465869879417553
0.0,10.0,0.0,10.0,34,-0.46733183426216224,0.2620304003016366,9.509900498999999,0.0,14.716230352899599,10.0,10.0,0.7986432955058087,0.7361148826835376,0.26278407021099526,0.0,9.63011281100581,29.516759902707747,0.0,0.08166979987482842,-10.0,2.694610778443114,0.6598222729240999,0.17460848600772524
0.0,10.0,0.0,10.0,35,-0.46368674262729487,0.2627180744382541,9.509900498999999,0.0,14.934706841740885,10.0,10.0,0.8063850579576156,0.7417178223963262,0.2625855834635147,0.0,9.716646702463555,29.74107269718401,0.0,0.08302754934805454,-10.0,2.3636363636363638,0.6596436328954447,0.17647245679958282
0.0,10.0,0.0,10.0,36,-0.4699142068966381,0.2701909848044597,9.509900498999999,0.0,15.1528570572606,10.0,10.0,0.8071481297475233,0.7476277051317836,0.27051041186913344,0.0,9.337121185772364,29.94422288211714,0.0,0.08546096837018533,-10.0,3.580246913580247,0.6634301575805748,0.17770585402677277
0.0,10.0,0.0,10.0,37,-0.47269943318840457,0.2761089231129698,9.509900498999999,0.0,15.32056279664532,10.0,10.0,0.8120432686958756,0.7556387432667959,0.27607073963853757,0.0,9.122479130692021,30.138204251563835,0.0,0.08407529543138023,-10.0,4.096385542168675,0.6733522347486091,0.17798550166635652
0.0,10.0,0.0,10.0,38,-0.48684483193217215,0.2847061319289699,9.509900498999999,0.0,15.474691026564816,10.0,10.0,0.8254416756262685,0.7624980531991209,0.2846046913344016,0.0,9.572818003846388,30.32402533217158,0.0,0.09123181003124138,-10.0,2.891566265060241,0.6769974096490577,0.18387270133716271
0.0,10.0,0.0,10.0,39,-0.5102636825391684,0.305567915705973,9.509900498999999,0.0,15.625667889555274,10.0,10.0,0.8199006471235006,0.7680354373015815,0.30520992130854485,0.0,9.14422112841501,30.47526171072488,0.0,0.09190404810166192,-10.0,4.0476190476190474,0.6815259982035043,0.18347180408438238
0.0,10.0,0.0,10.0,40,-0.5291003971701176,0.3222861909771885,9.509900498999999,0.0,15.784700022379068,10.0,10.0,0.8402578277314137,0.7764770709697211,0.3219035029417963,0.0,8.951409937834558,30.654303745610346,0.0,0.09405023754958367,-10.0,4.457831325301205,0.6880572263605642,0.18485524238873913
0.0,10.0,0.0,10.0,41,-0.5611349698482179,0.34608073334048833,9.509900498999999,0.0,15.949013443259057,10.0,10.0,0.8432254441768536,0.7892123084109447,0.3456848390851442,0.0,9.226902167973876,30.814249092261623,0.0,0.09274103364696687,-10.0,3.855421686746988,0.7037558297623486,0.1832427588634496
0.0,10.0,0.0,10.0,42,-0.5943356551708149,0.3794776438857782,9.509900498999999,0.0,16.124176784447315,10.0,10.0,0.8551765740073317,0.8028427039690255,0.37905511504700223,0.0,9.740830911584112,30.958823003943554,0.0,0.09174893166971397,-10.0,2.261904761904762,0.7187876418268896,0.18453511661515282
0.0,10.0,0.0,10.0,43,-0.6097305868692279,0.39324054567935784,9.509900498999999,0.0,16.255908459051405,10.0,10.0,0.8221030567234757,0.8181960040758884,0.3925869061751642,0.0,9.238660214256646,31.09860974770733,0.0,0.09301483872848956,-10.0,3.8271604938271606,0.7350827984492018,0.18407628960582642
