AverageAbsY,QFunRegParamNorm,AverageEsReturn,AverageY,MaxEsReturn,AverageAbsQYDiff,AverageQLoss,MinEsReturn,AverageAction,MinReturn,AveragePolicySurr,Epoch,StdReturn,AverageReturn,MaxReturn,PolicyRegParamNorm,StdForwardProgress,AverageAbsQ,AverageQ,AverageDiscountedReturn,StdEsReturn,AverageForwardProgress,MaxForwardProgress,MinForwardProgress
0.14942634402382862,8.014054357626168,9.461697722567287,-0.05567634402382861,10.0,0.05308176893278607,0.05725437110256455,-10.0,0.11435144691279035,10.0,0.016610771207269788,9,0.0,10.0,10.0,26.446205851670072,0.0,0.10810343333968833,-0.10810343333968833,8.179069375972306,3.2367076183623698,0.0,0.0,0.0
