AverageReturn,MinEsReturn,MinReturn,Epoch,AveragePolicySurr,MaxReturn,AverageAbsQYDiff,MinForwardProgress,QFunRegParamNorm,MaxEsReturn,PolicyRegParamNorm,StdReturn,MaxForwardProgress,StdForwardProgress,AverageQLoss,AverageEsReturn,AverageDiscountedReturn,AverageAbsY,AverageAction,AverageAbsQ,AverageY,AverageForwardProgress,AverageQ,StdEsReturn
10.0,-10.0,10.0,9,0.016610771207269788,10.0,0.05308176893278607,0.0,8.014054357626168,10.0,26.446205851670072,0.0,0.0,0.0,0.05725437110256455,9.461697722567287,8.179069375972306,0.14942634402382862,0.11435144691279035,0.10810343333968833,-0.05567634402382861,0.0,-0.10810343333968833,3.2367076183623698
10.0,-10.0,10.0,10,-0.06345868695782762,10.0,0.08637646693622034,0.0,8.304733521140708,10.0,26.458969538861922,0.0,0.0,0.0,0.0339768070439461,8.547486033519553,9.6059601,0.11655042267095134,0.9999993027284968,0.10158514224144298,0.05100484533336141,0.0,0.05057116910006996,5.190422189647793
-10.0,-10.0,-10.0,11,-0.27987215918515074,-10.0,0.05019282519060032,0.0,8.348258375204091,10.0,26.46091838317338,0.0,0.0,0.0,0.02010594758754126,7.291666666666667,-9.6059601,0.2467602498366211,0.9999997421805692,0.23968676128023217,0.23997899983662108,0.0,0.23949621033373314,6.843361544023685
-10.0,-10.0,-10.0,12,-0.3947142865351968,-10.0,0.05358741619560547,0.0,8.442612724193689,10.0,26.460947505510973,0.0,0.0,0.0,0.025202754247912948,6.262626262626263,-9.6059601,0.355985809496472,0.999999756091076,0.3434421746506289,0.34392330949647204,0.0,0.3434272834201261,7.796121618770695
-10.0,-10.0,-10.0,13,-0.4688427438696434,-10.0,0.05261752453140382,0.0,8.731401282880002,10.0,26.46086879198597,0.0,0.0,0.0,0.025145321054244007,5.721393034825871,-9.6059601,0.4509637872780068,0.9999997497722694,0.43482357270377425,0.4345887872780068,0.0,0.43451040292444143,8.201564591042738
-10.0,-10.0,-10.0,14,-0.5259383667584839,-10.0,0.05985854527109718,0.0,8.920991012945791,10.0,26.460619980900375,0.0,0.0,0.0,0.02525252861856663,5.073891625615763,-9.6059601,0.5263689487511993,0.9999997192567879,0.511525101302087,0.5052966895062486,0.0,0.5052146540373923,8.617170287948719
-10.0,-10.0,-10.0,15,-0.5669806291542505,-10.0,0.07075560190857247,0.0,9.032799487919668,10.0,26.460216906616264,0.0,0.0,0.0,0.03277833331028789,5.3061224489795915,-9.6059601,0.5790316003788987,0.9999996597001234,0.5606008150861354,0.5471513517550405,0.0,0.5473962413468965,8.476146798895995
-10.0,-10.0,-10.0,16,-0.5955329518200916,-10.0,0.07589458335158529,0.0,9.205675097352067,10.0,26.458996956128534,0.0,0.0,0.0,0.03932267715358892,6.428571428571429,-9.6059601,0.6271455301312607,0.9999993570191983,0.6006672188969225,0.5876550816369397,0.0,0.5873562344819879,7.6598609248311496
10.0,-10.0,10.0,17,-0.6688879378074486,10.0,0.08278554933224083,0.0,9.38103650818208,10.0,26.648399039615818,0.0,0.0,0.0,0.042932231992008976,8.857142857142858,9.6059601,0.6568721521039923,0.873372517690851,0.6272214836190749,0.6120097539880364,0.0,0.6115821539506634,4.642307659791977
