MinEsReturn,AverageForwardProgress,Epoch,StdReturn,AverageAbsQ,MaxReturn,AverageAbsQYDiff,StdForwardProgress,AverageQ,StdEsReturn,MaxEsReturn,AverageY,MinForwardProgress,AverageAbsY,MinReturn,AverageAction,AverageQLoss,AverageDiscountedReturn,QFunRegParamNorm,AverageEsReturn,PolicyRegParamNorm,AverageReturn,AveragePolicySurr,MaxForwardProgress
0.0,0.0,27,0.0,0.7664705277234884,0.0,0.006918281437449379,0.0,0.7664705277234884,0.0,0.0,0.76644444599858,0.0,0.76644444599858,0.0,0.9023260676331437,0.0003456321738262126,0.0,9.382032457615804,0.0,28.284287722798904,0.0,-0.7861555805195464,0.0
0.0,0.0,28,0.0,0.7878539748980489,0.0,0.007111503919934126,0.0,0.7878539748980489,0.0,0.0,0.7878570578775566,0.0,0.7878570578775566,0.0,0.9180344377192401,0.0004308817800765809,0.0,9.385927792333726,0.0,28.390627389121523,0.0,-0.8061831531526066,0.0
0.0,0.0,29,0.0,0.8040672184682817,0.0,0.006816126897884775,0.0,0.8040672184682817,0.0,0.0,0.8040722562368128,0.0,0.8040722562368128,0.0,0.9195316950672447,0.0004253564813064966,0.0,9.409935400009985,0.0,28.477560809836568,0.0,-0.8232924652190164,0.0
0.0,0.0,30,0.0,0.8215163685925897,0.0,0.006828987463556116,0.0,0.8215163685925897,0.0,0.0,0.8215346378291388,0.0,0.8215346378291388,0.0,0.9210425324425913,0.00037625892982259644,0.0,9.454547982486682,0.0,28.59094855867856,0.0,-0.8425086339198112,0.0
0.0,0.0,31,0.0,0.8372954619455966,0.0,0.006407324999270835,0.0,0.8372954619455966,0.0,0.0,0.8372691280478186,0.0,0.8372691280478186,0.0,0.8841574800187404,0.0002817579846204533,0.0,9.473172872320495,0.0,28.68774488995286,0.0,-0.8583970058493939,0.0
0.0,0.0,32,0.0,0.8530190257857364,0.0,0.006328303539921991,0.0,0.8530190257857364,0.0,0.0,0.8530553509816912,0.0,0.8530553509816912,0.0,0.7950376426385188,0.00024472225307194936,0.0,9.528716705633586,0.0,28.751918324022075,0.0,-0.8734469250729681,0.0
0.0,0.0,33,0.0,0.866407745463425,0.0,0.0058208470237998584,0.0,0.866407745463425,0.0,0.0,0.8663848334065954,0.0,0.8663848334065954,0.0,0.9197488676548721,0.00016735681718802402,0.0,9.594611347563236,0.0,28.79642782003892,0.0,-0.8858808173792699,0.0
0.0,0.0,34,0.0,0.8812943533211011,0.0,0.006040942772948626,0.0,0.8812943533211011,0.0,0.0,0.8813520694431211,0.0,0.8813520694431211,0.0,0.9204719520867598,0.000266790399002745,0.0,9.634690906186062,0.0,28.868920757876715,0.0,-0.8992322293551125,0.0
0.0,0.0,35,0.0,0.8908777028081569,0.0,0.005868670739084026,0.0,0.8908777028081569,0.0,0.0,0.8908818912885273,0.0,0.8908818912885273,0.0,0.8526863008710913,0.0002289760279575531,0.0,9.660765825388761,0.0,28.98561882118948,0.0,-0.9072517729429999,0.0
0.0,0.0,36,0.0,0.8992881507045939,0.0,0.005438594607852604,0.0,0.8992881507045939,0.0,0.0,0.8993043904763731,0.0,0.8993043904763731,0.0,0.9176019192445396,0.0001722210032656899,0.0,9.712903940393453,0.0,29.07130900679671,0.0,-0.9127491268197236,0.0
0.0,0.0,37,0.0,0.9063558183595171,0.0,0.005112898938128556,0.0,0.9063558183595171,0.0,0.0,0.9063688789593257,0.0,0.9063688789593257,0.0,0.9278931558248433,0.00015478776661146943,0.0,9.756463482961351,0.0,29.173537578863524,0.0,-0.9157196120018272,0.0
0.0,0.0,38,0.0,0.9074857326381677,10.0,0.005542785152465043,0.0,0.9074857326381677,3.7267799624996494,10.0,0.907507379429829,0.0,0.907507379429829,10.0,0.937715976297251,0.00013761089137042808,8.863848717161291,9.787571383174196,8.333333333333334,29.26927818715768,10.0,-0.9144575120999323,0.0
0.0,0.0,39,0.0,0.9064979243561628,0.0,0.005094895385657807,0.0,0.9064979243561628,0.0,0.0,0.906509593592363,0.0,0.906509593592363,0.0,0.5168068952139205,0.00013522280315165692,0.0,9.82417400718829,0.0,29.355709977929386,0.0,-0.9122711590487432,0.0
0.0,0.0,40,0.0,0.9041444140002041,0.0,0.005169769060595212,0.0,0.9041444140002041,0.0,0.0,0.9041334104929759,0.0,0.9041334104929759,0.0,0.9232410399139497,0.00010649251040781775,0.0,9.865277333563165,0.0,29.43472171116017,0.0,-0.9092254601745317,0.0
0.0,0.0,41,0.0,0.9003410820064973,10.0,0.004620164256832071,0.0,0.9003410820064973,3.726779962499649,10.0,0.9003676416744756,0.0,0.9003676416744756,10.0,0.94842854774641,0.00012607518289895126,8.600583546412885,9.899551466358458,8.333333333333334,29.51249336278556,10.0,-0.9045489044373366,0.0
0.0,0.0,42,0.0,0.8971869191002508,10.0,0.004401460227061446,0.0,0.8971869191002508,1.8557687223952255,10.0,0.897187790089158,0.0,0.897187790089158,10.0,0.999998740702802,0.00011383285671348771,8.953382542587166,9.92271303391465,9.642857142857142,29.55313061908143,10.0,-0.9006170141229272,0.0
10.0,0.0,43,0.0,0.8936609643282257,10.0,0.003983429308991592,0.0,0.8936609643282257,0.0,10.0,0.893649884698374,0.0,0.893649884698374,10.0,0.999855436519557,8.461530016836589e-05,8.953382542587164,9.93718928624134,10.0,29.56615868435716,10.0,-0.8968114242587617,0.0
10.0,0.0,44,0.0,0.8909709539799634,10.0,0.003791409075418252,0.0,0.8909709539799634,0.0,10.0,0.8909683538154363,0.0,0.8909683538154363,10.0,0.9999999999987321,5.6832467611997674e-05,8.953382542587166,9.962191475332334,10.0,29.596789190295713,10.0,-0.893943386694375,0.0
10.0,0.0,45,0.0,0.8879890243718678,10.0,0.0042661734654781385,0.0,0.8879890243718678,0.0,10.0,0.8880156642697322,0.0,0.8880156642697322,10.0,0.9999999999999931,0.00011109647777844714,8.953382542587164,9.98290532968269,10.0,29.616851052943442,10.0,-0.8912719560667713,0.0
10.0,0.0,46,0.0,0.8858213595028638,10.0,0.0035909536432614337,0.0,0.8858213595028638,0.0,10.0,0.8858210964470433,0.0,0.8858210964470433,10.0,1.0,5.757402681941435e-05,8.953382542587164,10.001792052602438,10.0,29.630435717801422,10.0,-0.8894800501592844,0.0
10.0,0.0,47,0.0,0.8866892257912171,10.0,0.003889906539761412,0.0,0.8866892257912171,0.0,10.0,0.8866866531591241,0.0,0.8866866531591241,10.0,1.0,6.709754437821294e-05,8.953382542587164,9.996745898997894,10.0,29.64672590245594,10.0,-0.8907913245308771,0.0
10.0,0.0,48,0.0,0.8858517752657342,10.0,0.00369093844145744,0.0,0.8858517752657342,0.0,10.0,0.8858653946020272,0.0,0.8858653946020272,10.0,1.0,6.642502528725736e-05,8.953382542587164,10.055971522028752,10.0,29.664278144114935,10.0,-0.8900975784367752,0.0
10.0,0.0,49,0.0,0.8866287689924115,10.0,0.003619218933421975,0.0,0.8866287689924115,0.0,10.0,0.8866379211008127,0.0,0.8866379211008127,10.0,0.9999999999999998,6.365202505822021e-05,8.953382542587164,10.086032758579304,10.0,29.681557788232876,10.0,-0.8911978585925957,0.0
10.0,0.0,50,0.0,0.8862601949023438,10.0,0.0037297444260950474,0.0,0.8862601949023438,0.0,10.0,0.8862777276768925,0.0,0.8862777276768925,10.0,1.0,5.6568354260188755e-05,8.953382542587164,10.118246960052403,10.0,29.70955083829257,10.0,-0.8912281798000793,0.0
10.0,0.0,51,0.0,0.88721557179659,10.0,0.003830731140540109,0.0,0.88721557179659,0.0,10.0,0.8872303834386268,0.0,0.8872303834386268,10.0,1.0,5.267523205216825e-05,8.953382542587164,10.116650970630134,10.0,29.72752583332767,10.0,-0.8923651270477008,0.0
10.0,0.0,52,0.0,0.8870021289386588,10.0,0.003729523649997614,0.0,0.8870021289386588,0.0,10.0,0.887033253822027,0.0,0.887033253822027,10.0,1.0,6.980190422001088e-05,8.953382542587164,10.158943477552338,10.0,29.768330139263373,10.0,-0.8922159017413166,0.0
10.0,0.0,53,0.0,0.8876800621905323,10.0,0.00379759829803544,0.0,0.8876800621905323,0.0,10.0,0.8877012637391966,0.0,0.8877012637391966,10.0,1.0,6.639291226670732e-05,8.953382542587164,10.213176422527438,10.0,29.781766057821617,10.0,-0.8930997626481261,0.0
10.0,0.0,54,0.0,0.8886988858981217,10.0,0.0036441002971976948,0.0,0.8886988858981217,0.0,10.0,0.8887157938310093,0.0,0.8887157938310093,10.0,1.0,6.23323824333135e-05,8.953382542587166,10.269865867902773,10.0,29.792129060330854,10.0,-0.89427642554444,0.0
10.0,0.0,55,0.0,0.8902113257556449,10.0,0.0036582191411919885,0.0,0.8902113257556449,0.0,10.0,0.8902245081219569,0.0,0.8902245081219569,10.0,1.0,6.285776462815841e-05,8.953382542587166,10.309592446626171,10.0,29.797165719951185,10.0,-0.8960025199962558,0.0
10.0,0.0,56,0.0,0.8918668527765162,10.0,0.0033349420582586674,0.0,0.8918668527765162,0.0,10.0,0.8918762241539533,0.0,0.8918762241539533,10.0,0.9999999999450071,4.643442843667433e-05,8.953382542587166,10.310013590357974,10.0,29.828743708314203,10.0,-0.8977209377663714,0.0
10.0,0.0,57,0.0,0.8933515473606853,10.0,0.0033188856610082296,0.0,0.8933515473606853,0.0,10.0,0.8933585686199422,0.0,0.8933585686199422,10.0,0.9999638247267274,4.9438552511032785e-05,8.953382542587164,10.319649190489224,10.0,29.82234215812043,10.0,-0.8996412757899609,0.0
10.0,0.0,58,0.0,0.8951453630064364,10.0,0.0029666317756080573,0.0,0.8951453630064364,0.0,10.0,0.8951563204268731,0.0,0.8951563204268731,10.0,0.9999999996663184,4.136304780814923e-05,8.953382542587164,10.34807281283965,10.0,29.836041856258902,10.0,-0.9012987586639635,0.0
10.0,0.0,59,0.0,0.8963214667722248,10.0,0.0028785246995070794,0.0,0.8963214667722248,0.0,10.0,0.8963259645815835,0.0,0.8963259645815835,10.0,0.9999999999977628,3.194305891018751e-05,8.953382542587164,10.352508297624468,10.0,29.836418697646067,10.0,-0.9024696261439352,0.0
10.0,0.0,60,0.0,0.8978799970245565,10.0,0.0029683360201635525,0.0,0.8978799970245565,0.0,10.0,0.8978907127413899,0.0,0.8978907127413899,10.0,0.9999999997431918,3.714184568425856e-05,8.953382542587164,10.363586017703474,10.0,29.85782032419363,10.0,-0.9039129559968512,0.0
10.0,0.0,61,0.0,0.8995836465725222,10.0,0.0028609597049907218,0.0,0.8995836465725222,0.0,10.0,0.8995937585187637,0.0,0.8995937585187637,10.0,0.9999999999997082,3.4967546923391605e-05,8.953382542587166,10.380040601875477,10.0,29.88465477601006,10.0,-0.9051523528979728,0.0
10.0,0.0,62,0.0,0.9003260460764282,10.0,0.002615986226764248,0.0,0.9003260460764282,0.0,10.0,0.9003354379510381,0.0,0.9003354379510381,10.0,0.9999999999774978,3.2378626252439454e-05,8.953382542587164,10.416299436073995,10.0,29.929994362676222,10.0,-0.9058410834592286,0.0
10.0,0.0,63,0.0,0.9005780443630023,10.0,0.002526326617932294,0.0,0.9005780443630023,0.0,10.0,0.9005874757206419,0.0,0.9005874757206419,10.0,0.9999999999921684,3.3112111005196494e-05,8.953382542587164,10.454797319978695,10.0,29.954929623641135,10.0,-0.9059143145407361,0.0
10.0,0.0,64,0.0,0.9013978294460548,10.0,0.002606893304625746,0.0,0.9013978294460548,0.0,10.0,0.9014058408434262,0.0,0.9014058408434262,10.0,1.0,2.9230552445161225e-05,8.953382542587164,10.494594673180137,10.0,29.9991800343906,10.0,-0.9066615086987361,0.0
10.0,0.0,65,0.0,0.9022234946507257,10.0,0.0025009509011896746,0.0,0.9022234946507257,0.0,10.0,0.9022319613323336,0.0,0.9022319613323336,10.0,1.0,3.2230316545484846e-05,8.953382542587166,10.492579824523597,10.0,30.020746632780423,10.0,-0.9074965011068966,0.0
10.0,0.0,66,0.0,0.9027851482269853,10.0,0.0024295092730687528,0.0,0.9027851482269853,0.0,10.0,0.9027951687396328,0.0,0.9027951687396328,10.0,1.0,3.277756315389763e-05,8.953382542587164,10.491567216165912,10.0,30.031751624443867,10.0,-0.9076949240914347,0.0
10.0,0.0,67,0.0,0.9036044880459095,10.0,0.002228031500932726,0.0,0.9036044880459095,0.0,10.0,0.903614458584314,0.0,0.903614458584314,10.0,1.0,2.506283241181352e-05,8.953382542587164,10.488277218652994,10.0,30.050838154802314,10.0,-0.9086354092630871,0.0
10.0,0.0,68,0.0,0.904543975496926,10.0,0.0024194005444297547,0.0,0.904543975496926,0.0,10.0,0.9045529532367107,0.0,0.9045529532367107,10.0,1.0,2.5265705770806085e-05,8.953382542587164,10.508880808124347,10.0,30.092966248110304,10.0,-0.9095274617981367,0.0
10.0,0.0,69,0.0,0.9043626894171944,10.0,0.00211105549316586,0.0,0.9043626894171944,0.0,10.0,0.9043655478432505,0.0,0.9043655478432505,10.0,1.0,2.2583310807593167e-05,8.953382542587164,10.504982453852312,10.0,30.10957347458317,10.0,-0.9094246536833853,0.0
10.0,0.0,70,0.0,0.9049313302904276,10.0,0.0022950427503860508,0.0,0.9049313302904276,0.0,10.0,0.9049420014924457,0.0,0.9049420014924457,10.0,1.0,2.8276895626864222e-05,8.953382542587164,10.508864361862566,10.0,30.118580047914236,10.0,-0.90991852302085,0.0
10.0,0.0,71,0.0,0.9061686945470491,10.0,0.0021149670187431196,0.0,0.9061686945470491,0.0,10.0,0.9061737847574939,0.0,0.9061737847574939,10.0,1.0,2.4322576145599296e-05,8.953382542587164,10.53330369783444,10.0,30.136318640564344,10.0,-0.9110659867242736,0.0
10.0,0.0,72,0.0,0.9065133234889722,10.0,0.0018928754473936053,0.0,0.9065133234889722,0.0,10.0,0.906517516406714,0.0,0.906517516406714,10.0,1.0,1.6449650366982038e-05,8.953382542587164,10.52487375848781,10.0,30.167662154796968,10.0,-0.9116258472965496,0.0
10.0,0.0,73,0.0,0.9078979253587223,10.0,0.0021802013626639467,0.0,0.9078979253587223,0.0,10.0,0.907908210526554,0.0,0.907908210526554,10.0,1.0,2.3727201870224477e-05,8.953382542587164,10.52485152873216,10.0,30.16777630650618,10.0,-0.9128439186239863,0.0
10.0,0.0,74,0.0,0.9080913367004082,10.0,0.0017583449815726146,0.0,0.9080913367004082,0.0,10.0,0.9080967472120562,0.0,0.9080967472120562,10.0,1.0,1.2666213461268606e-05,8.953382542587164,10.537509642434388,10.0,30.182963305678914,10.0,-0.9131100205714411,0.0
10.0,0.0,75,0.0,0.9087622370408323,10.0,0.002081193309784845,0.0,0.9087622370408323,0.0,10.0,0.908771399246307,0.0,0.908771399246307,10.0,1.0,1.96326070364425e-05,8.953382542587164,10.538538301593304,10.0,30.219208300542583,10.0,-0.9138030118783742,0.0
10.0,0.0,76,0.0,0.9096164629387564,10.0,0.001875264834074247,0.0,0.9096164629387564,0.0,10.0,0.9096221117300188,0.0,0.9096221117300188,10.0,1.0,1.6546431446889344e-05,8.953382542587166,10.549600239233932,10.0,30.205797180321248,10.0,-0.9146004290846906,0.0
10.0,0.0,77,0.0,0.9102652064574137,10.0,0.0018885569792980268,0.0,0.9102652064574137,0.0,10.0,0.9102712438341425,0.0,0.9102712438341425,10.0,1.0,1.407122574959395e-05,8.953382542587164,10.514633595104863,10.0,30.226857376099463,10.0,-0.9152240195045397,0.0
10.0,0.0,78,0.0,0.910837516836315,10.0,0.002083548741468389,0.0,0.910837516836315,0.0,10.0,0.9108487983494626,0.0,0.9108487983494626,10.0,1.0,2.356543747519354e-05,8.953382542587166,10.520054043312834,10.0,30.2536468431264,10.0,-0.9157951283090732,0.0
10.0,0.0,79,0.0,0.9109192217858234,10.0,0.002042723937174614,0.0,0.9109192217858234,0.0,10.0,0.9109249356498644,0.0,0.9109249356498644,10.0,1.0,2.0647328733771325e-05,8.953382542587166,10.55268619667775,10.0,30.27907150877321,10.0,-0.9157559869929731,0.0
10.0,0.0,80,0.0,0.9116636572576374,10.0,0.0016836672618777166,0.0,0.9116636572576374,0.0,10.0,0.911668524992016,0.0,0.911668524992016,10.0,1.0,1.0857720400789793e-05,8.953382542587166,10.564868226380655,10.0,30.299271877418725,10.0,-0.9164998244511108,0.0
10.0,0.0,81,0.0,0.912096653304959,10.0,0.0019075039236917902,0.0,0.912096653304959,0.0,10.0,0.9121035434716496,0.0,0.9121035434716496,10.0,1.0,1.5352249254210213e-05,8.953382542587166,10.587666428873554,10.0,30.318295389531933,10.0,-0.9167107817396396,0.0
10.0,0.0,82,0.0,0.9127350620754986,10.0,0.0017897116365589128,0.0,0.9127350620754986,0.0,10.0,0.9127385169940149,0.0,0.9127385169940149,10.0,1.0,1.3419878298720392e-05,8.953382542587164,10.6029039050994,10.0,30.34685165489769,10.0,-0.9174632975499242,0.0
10.0,0.0,83,0.0,0.9126647747632333,10.0,0.0017065895121738128,0.0,0.9126647747632333,0.0,10.0,0.9126744894910266,0.0,0.9126744894910266,10.0,1.0,1.3094298035663166e-05,8.953382542587164,10.655335737088933,10.0,30.351634052533203,10.0,-0.91748285608778,0.0
10.0,0.0,84,0.0,0.913441946930857,10.0,0.0015823636353763377,0.0,0.913441946930857,0.0,10.0,0.9134445388819036,0.0,0.9134445388819036,10.0,1.0,1.0074169712031978e-05,8.953382542587164,10.689277395779737,10.0,30.409416304349893,10.0,-0.9180545858922612,0.0
10.0,0.0,85,0.0,0.9134126410049209,10.0,0.0018927564482589657,0.0,0.9134126410049209,0.0,10.0,0.9134202298657172,0.0,0.9134202298657172,10.0,1.0,2.0079515391004728e-05,8.953382542587164,10.758894077501877,10.0,30.41548985586728,10.0,-0.9179969306534747,0.0
10.0,0.0,86,0.0,0.9143510219273908,10.0,0.0016959319726288545,0.0,0.9143510219273908,0.0,10.0,0.9143545699713613,0.0,0.9143545699713613,10.0,1.0,1.2073863717347819e-05,8.953382542587166,10.807045204191907,10.0,30.4383289011859,10.0,-0.9188791182400811,0.0
10.0,0.0,87,0.0,0.9143582414888061,10.0,0.0016287874021993832,0.0,0.9143582414888061,0.0,10.0,0.9143626445755306,0.0,0.9143626445755306,10.0,1.0,1.3334074355691868e-05,8.953382542587164,10.83541309983255,10.0,30.427024798827482,10.0,-0.9188055916137566,0.0
10.0,0.0,88,0.0,0.9145570366874997,10.0,0.0017187599263966047,0.0,0.9145570366874997,0.0,10.0,0.9145628297728283,0.0,0.9145628297728283,10.0,1.0,1.6420769305969753e-05,8.953382542587164,10.866259221692742,10.0,30.43547810591141,10.0,-0.9189239081436761,0.0
10.0,0.0,89,0.0,0.9148402951759852,10.0,0.001606571583833416,0.0,0.9148402951759852,0.0,10.0,0.9148428884888968,0.0,0.9148428884888968,10.0,1.0,1.1622134751092857e-05,8.953382542587164,10.90841137870496,10.0,30.485223198309903,10.0,-0.9191743737734467,0.0
10.0,0.0,90,0.0,0.9149239852129748,10.0,0.0015363945338199099,0.0,0.9149239852129748,0.0,10.0,0.9149266116181374,0.0,0.9149266116181374,10.0,1.0,9.33852566316326e-06,8.953382542587164,10.92563536820686,10.0,30.501425025321733,10.0,-0.9192141832550492,0.0
10.0,0.0,91,0.0,0.9151750166597651,10.0,0.0017255687757003878,0.0,0.9151750166597651,0.0,10.0,0.9151826388844029,0.0,0.9151826388844029,10.0,1.0,1.4061863288487962e-05,8.953382542587166,10.95189758929169,10.0,30.52247669022367,10.0,-0.9193570935158542,0.0
10.0,0.0,92,0.0,0.9155169398881797,10.0,0.0017524779767476573,0.0,0.9155169398881797,0.0,10.0,0.9155184340997091,0.0,0.9155184340997091,10.0,1.0,1.529514860480239e-05,8.953382542587166,10.979499513232954,10.0,30.510447649707675,10.0,-0.9196636464459945,0.0
10.0,0.0,93,0.0,0.9156289713541172,10.0,0.0015875191176329337,0.0,0.9156289713541172,0.0,10.0,0.9156336800936508,0.0,0.9156336800936508,10.0,1.0,1.1905016334617844e-05,8.953382542587166,11.016070468682575,10.0,30.514098594114735,10.0,-0.9197622684440676,0.0
10.0,0.0,94,0.0,0.9147670639571762,10.0,0.0016003936028738445,0.0,0.9147670639571762,0.0,10.0,0.9147713971899941,0.0,0.9147713971899941,10.0,1.0,1.1679465246747987e-05,8.953382542587164,11.037330036466173,10.0,30.524204807503363,10.0,-0.9188732897686298,0.0
10.0,0.0,95,0.0,0.9151745436467172,10.0,0.001600216750644843,0.0,0.9151745436467172,0.0,10.0,0.9151762471520922,0.0,0.9151762471520922,10.0,1.0,1.3103867320449045e-05,8.953382542587164,11.058885808239149,10.0,30.516034529959796,10.0,-0.9191336218529724,0.0
10.0,0.0,96,0.0,0.9150239701089613,10.0,0.0016426200461725194,0.0,0.9150239701089613,0.0,10.0,0.9150268801837075,0.0,0.9150268801837075,10.0,1.0,1.3295040711379838e-05,8.953382542587166,11.107801959451024,10.0,30.5265930949876,10.0,-0.919024119786624,0.0
10.0,0.0,97,0.0,0.915163703465417,10.0,0.0015231847109379137,0.0,0.915163703465417,0.0,10.0,0.915165770324412,0.0,0.915165770324412,10.0,1.0,1.0679386683937173e-05,8.953382542587164,11.130114803525435,10.0,30.546883815970777,10.0,-0.9191643470868681,0.0
10.0,0.0,98,0.0,0.9152668131678822,10.0,0.001671303650897646,0.0,0.9152668131678822,0.0,10.0,0.9152729511928758,0.0,0.9152729511928758,10.0,1.0,1.3406281387965903e-05,8.953382542587164,11.17091936766391,10.0,30.545140819513982,10.0,-0.9191542632622179,0.0
10.0,0.0,99,0.0,0.9155826507729914,10.0,0.0014636478145704174,0.0,0.9155826507729914,0.0,10.0,0.9155841754149993,0.0,0.9155841754149993,10.0,1.0,9.381760007850369e-06,8.953382542587164,11.184310664160625,10.0,30.542525277975564,10.0,-0.9195801477883341,0.0
10.0,0.0,100,0.0,0.9157701961995549,10.0,0.0015954736150399695,0.0,0.9157701961995549,0.0,10.0,0.9157733694460024,0.0,0.9157733694460024,10.0,1.0,1.02590570363242e-05,8.953382542587164,11.206867761228159,10.0,30.540725515773726,10.0,-0.9198365409051398,0.0
10.0,0.0,101,0.0,0.916108649389358,10.0,0.0016276053206619387,0.0,0.916108649389358,0.0,10.0,0.9161117605471384,0.0,0.9161117605471384,10.0,1.0,1.3333363521175754e-05,8.953382542587164,11.234082399728656,10.0,30.55310596526107,10.0,-0.920133193933457,0.0
10.0,0.0,102,0.0,0.9161849294659483,10.0,0.0013945179395580649,0.0,0.9161849294659483,0.0,10.0,0.9161871986523787,0.0,0.9161871986523787,10.0,1.0,1.0866322089940377e-05,8.953382542587166,11.260057033656645,10.0,30.574359246077965,10.0,-0.9201996910866922,0.0
