AverageReturn,AverageAction,AverageQLoss,QFunRegParamNorm,AverageForwardProgress,MaxForwardProgress,AverageAbsQYDiff,MinForwardProgress,AverageY,PolicyRegParamNorm,AveragePolicySurr,AverageEsReturn,MinReturn,AverageQ,AverageAbsY,StdEsReturn,AverageDiscountedReturn,AverageAbsQ,Epoch,MaxEsReturn,StdReturn,MaxReturn,StdForwardProgress,MinEsReturn
10.0,0.11435144691279035,0.05725437110256455,8.014054357626168,0.0,0.0,0.05308176893278607,0.0,-0.05567634402382861,26.446205851670072,0.016610771207269788,9.461697722567287,10.0,-0.10810343333968833,0.14942634402382862,3.2367076183623698,8.179069375972306,0.10810343333968833,9,10.0,0.0,10.0,0.0,-10.0
