AverageEsReturn,AverageQ,AverageAbsY,AverageAbsQ,AverageQLoss,AverageY,MinEsReturn,Epoch,StdReturn,AverageReturn,AverageAbsQYDiff,PolicyRegParamNorm,AverageDiscountedReturn,AveragePolicySurr,MaxReturn,AverageAction,QFunRegParamNorm,MaxForwardProgress,AverageForwardProgress,StdForwardProgress,MinForwardProgress,MinReturn,StdEsReturn,MaxEsReturn
10.0,0.9313477819654783,0.9549680582535054,0.9461920892781394,0.014693778281502586,0.9314410631481383,10.0,25,0.0,10.0,0.03924349660109598,27.46551837218394,7.856781408072184,-0.9627478421248741,10.0,0.5035235014220725,10.21471206433227,0.0,0.0,0.0,0.0,10.0,0.0,10.0
9.746835443037975,0.9346919286273585,0.9577616172724723,0.9484937305540838,0.016226794922241283,0.9349151642565631,-10.0,26,0.0,10.0,0.041016061207802997,27.519321401789945,9.414801494009998,-0.9641173078067717,10.0,0.5474937698082905,10.281294463381968,0.0,0.0,0.0,0.0,10.0,2.235888826918442,10.0
9.833333333333334,0.938646493461884,0.960022478939715,0.9518543053552295,0.014905241172514884,0.9387507897008868,-10.0,27,0.0,10.0,0.038176033110159296,27.57067374102643,9.6059601,-0.9661598177595491,10.0,0.6164066152749103,10.330619705205166,0.0,0.0,0.0,0.0,10.0,1.818118685772619,10.0
9.868421052631579,0.9421527885438514,0.9621536998471494,0.9544281920790906,0.012758999271672995,0.9423201818768773,-10.0,28,0.0,10.0,0.035675284085561955,27.631207789739967,9.6059601,-0.9657104493805883,10.0,0.6561194658937227,10.419743536676407,0.0,0.0,0.0,0.0,10.0,1.6168691746637511,10.0
9.743589743589743,0.9421844467147009,0.9616924309715214,0.9542203052084514,0.014276161711963553,0.9423513214662413,-10.0,29,0.0,10.0,0.03797147149100289,27.703695168736992,9.6059601,-0.9650429647416878,10.0,0.6999879519341268,10.473413483973577,0.0,0.0,0.0,0.0,10.0,2.2499908685620826,10.0
9.378881987577639,0.9419363134519126,0.9610365365801331,0.9531980192684815,0.01481397248949759,0.9420926244227112,-10.0,30,0.0,10.0,0.03761225220387918,27.751246978369497,9.6059601,-0.9639542759028832,10.0,0.6958149548325812,10.53308585942079,0.0,0.0,0.0,0.0,10.0,3.469376408389799,10.0
9.771428571428572,0.940538811743188,0.9601137053346345,0.9525011231820714,0.014108183762520028,0.9406768933655388,-10.0,31,0.0,10.0,0.03752105066220787,27.803338105284457,9.6059601,-0.9628395601600359,10.0,0.8444204600901623,10.588754513814997,0.0,0.0,0.0,0.0,10.0,2.1258371700272307,10.0
9.664804469273744,0.9396099805492992,0.9594695611482562,0.9509959522895514,0.013802154093116269,0.9398058403884917,-10.0,32,0.0,10.0,0.037611192666253,27.858023740190724,9.6059601,-0.960953491118989,10.0,0.7860600651731903,10.656569410426842,0.0,0.0,0.0,0.0,10.0,2.567402300128728,10.0
9.027027027027026,0.9391604431326389,0.95981322780975,0.9507067482943342,0.014723765958532987,0.9392603135079876,-10.0,33,0.0,10.0,0.038679131187866554,27.917200573771957,9.6059601,-0.9629418631050565,10.0,0.806017515631444,10.730479515317445,0.0,0.0,0.0,0.0,10.0,4.302648376677275,10.0
9.680851063829786,0.940304518483955,0.9615067093217591,0.9517055974899329,0.015402069842855205,0.9404820051531572,-10.0,34,0.0,10.0,0.03970844959454935,27.967486698996165,9.6059601,-0.9608297274103387,10.0,0.8261263567898627,10.790151808170778,0.0,0.0,0.0,0.0,10.0,2.506216806253137,10.0
9.553072625698324,0.9381463971927513,0.9607883658898838,0.9498337671871917,0.01677605215584048,0.9382811893517182,-10.0,35,0.0,10.0,0.04155652129336729,28.02011876538698,9.6059601,-0.9595174655044876,10.0,0.8407866064959727,10.850731029729042,0.0,0.0,0.0,0.0,10.0,2.956146716273284,10.0
9.213483146067416,0.934874727823087,0.9589684841940422,0.9464268611596922,0.01941397730184057,0.9349345313703576,-10.0,36,0.0,10.0,0.04437454237566068,28.0797528471283,9.6059601,-0.9542453327540751,10.0,0.8326801753581937,10.905284649819887,0.0,0.0,0.0,0.0,10.0,3.887380649889033,10.0
9.767441860465116,0.9359928900155213,0.9602747145833584,0.9476207543002741,0.018992557172239716,0.9362884212344902,-10.0,37,0.0,10.0,0.04431308323016916,28.127928513373924,9.6059601,-0.9584557513795321,10.0,0.750388033517425,10.951360133678069,0.0,0.0,0.0,0.0,10.0,2.1440801063471833,10.0
9.666666666666666,0.9419412399322513,0.9649852635243015,0.9537094491377085,0.01705955676271345,0.9420893513084113,-10.0,38,0.0,10.0,0.04206880853697023,28.182468021269386,9.6059601,-0.9685239087502112,10.0,0.7859460406588603,10.998305277977408,0.0,0.0,0.0,0.0,10.0,2.560381915956202,10.0
9.89010989010989,0.9516329793209974,0.9737210151692086,0.9622886503372581,0.01705450872366537,0.9517140815257223,-10.0,39,0.0,10.0,0.0431174630573171,28.23853645827693,9.6059601,-0.9814451846442075,10.0,0.7991153919097539,11.048113217958972,0.0,0.0,0.0,0.0,10.0,1.478420224953155,10.0
9.780219780219781,0.962874389398081,0.9846426004490965,0.973407318022274,0.018273791638883097,0.9630302928047352,-10.0,40,0.0,10.0,0.044612341482866885,28.290638237152184,9.6059601,-0.9935213312605067,10.0,0.7856919049163196,11.087173159751483,0.0,0.0,0.0,0.0,10.0,2.0850182374736566,10.0
9.46524064171123,0.9695867287842975,0.9925273782764192,0.9804488039555622,0.0178913470944906,0.969775778586747,-10.0,41,0.0,10.0,0.04509987547178224,28.33291386972976,9.6059601,-1.0000529985030637,10.0,0.8490305971627082,11.141723211403793,0.0,0.0,0.0,0.0,10.0,3.2263322201066003,10.0
9.558011049723756,0.9752720614717619,0.9981910421470296,0.9871762063277041,0.01721639072548165,0.9754836456188507,-10.0,42,0.0,10.0,0.045706370883340126,28.38650040274068,9.6059601,-1.0057409917140514,10.0,0.8083179600557127,11.216924417914605,0.0,0.0,0.0,0.0,10.0,2.9401402642320598,10.0
9.447513812154696,0.9793793558400054,1.0031729928088513,0.9901695883540672,0.01984277323298577,0.9796233208089723,-10.0,43,0.0,10.0,0.04812940260796591,28.44008939502219,9.6059601,-1.008338274796511,10.0,0.8046298977500587,11.283004262032936,0.0,0.0,0.0,0.0,10.0,3.277877784351674,10.0
9.12568306010929,0.9824095686786982,1.0050442641230077,0.9929546458183492,0.018496874076472224,0.9825357023894905,-10.0,44,0.0,10.0,0.04767969417936211,28.50085580605845,9.6059601,-1.011791803911923,10.0,0.848771031195581,11.345819643079778,0.0,0.0,0.0,0.0,10.0,4.08924304565458,10.0
9.673913043478262,0.9847228944947785,1.0071165521788614,0.9960635985849943,0.01711060340215733,0.9849138264553234,-10.0,45,0.0,10.0,0.04602276203958546,28.558732753014496,9.6059601,-1.0128415239744673,10.0,0.8751727539630646,11.411173439636922,0.0,0.0,0.0,0.0,10.0,2.532865260376313,10.0
9.572192513368984,0.9862536594468709,1.0074701168661695,0.996652910940301,0.01633991995773865,0.9864494031714082,-10.0,46,0.0,10.0,0.04498135574454492,28.614806126113425,9.6059601,-1.012984465530064,10.0,0.8666065689188134,11.493805431645225,0.0,0.0,0.0,0.0,10.0,2.893636205020039,10.0
9.135135135135135,0.9841872535517363,1.00705554875865,0.9954065901827216,0.01776338024057247,0.984408577080315,-10.0,47,0.0,10.0,0.045051488142429284,28.698554808918605,9.6059601,-1.0094097079187832,10.0,0.8642576904455211,11.560225596760784,0.0,0.0,0.0,0.0,10.0,4.0680838318328165,10.0
9.55056179775281,0.985986852315217,1.0080219226147031,0.9966877466799101,0.017083944543432813,0.9861317154045652,-10.0,48,0.0,10.0,0.043018705729980525,28.776299508473397,9.6059601,-1.0121496917035722,10.0,0.9109420709768024,11.61474815904088,0.0,0.0,0.0,0.0,10.0,2.964248529948971,10.0
9.45054945054945,0.9887665916959437,1.0091403992696877,0.9983897548813035,0.015862758217552144,0.9889354196929444,-10.0,49,0.0,10.0,0.04199663708741405,28.83809496685107,9.6059601,-1.0137920984784077,10.0,0.914455557357174,11.663680320700868,0.0,0.0,0.0,0.0,10.0,3.269115336405169,10.0
9.361702127659575,0.984827362403554,1.008588282857871,0.9960138120024933,0.018280909303741624,0.9849505175700433,-10.0,50,0.0,10.0,0.045685487727139734,28.883634688637887,9.6059601,-1.0142067883325712,10.0,0.8679686169862866,11.75125340856424,0.0,0.0,0.0,0.0,10.0,3.515470562097512,10.0
