StdEsReturn,MaxReturn,AverageAction,Epoch,AverageReturn,AverageAbsQYDiff,AverageForwardProgress,MaxForwardProgress,MaxEsReturn,MinForwardProgress,AveragePolicySurr,QFunRegParamNorm,AverageEsReturn,AverageAbsQ,AverageAbsY,MinReturn,AverageQLoss,StdForwardProgress,AverageDiscountedReturn,AverageY,AverageQ,MinEsReturn,PolicyRegParamNorm,StdReturn
4.705882352941176,10.0,1.0,26,10.0,0.5058668324569803,0.0,0.0,10.0,0.0,-8.061836369359145,15.62825173101738,8.823529411764707,8.061734511119107,8.19773819772219,10.0,2.7401708711497803,0.0,9.6059601,8.06148819772219,8.061734511119107,-10.0,129.6378469868939,0.0
4.227421643271463,10.0,1.0,27,10.0,0.49838261493308006,0.0,0.0,10.0,0.0,-8.114784887433174,15.628251731057537,9.0625,8.114925017694821,8.250977333396396,10.0,2.7306561739193222,0.0,9.6059601,8.114414833396395,8.114925017694821,-10.0,129.6378469868939,0.0
4.237928030334673,10.0,1.0,28,10.0,0.4986034335267583,0.0,0.0,10.0,0.0,-8.175254517272249,15.62825173116151,9.057591623036648,8.175078075225864,8.309438079878035,10.0,2.687051709504461,0.0,9.6059601,8.175375579878036,8.175078075225864,-10.0,129.6378469868939,0.0
4.659391719641254,10.0,1.0,29,10.0,0.49204506047981633,0.0,0.0,10.0,0.0,-8.225058497536905,15.628251731290133,8.848167539267015,8.22485088685761,8.362989735845165,10.0,2.750714086615208,0.0,9.6059601,8.224552235845165,8.22485088685761,-10.0,129.6378469868939,0.0
5.380202127189583,10.0,1.0,30,10.0,0.4792699868863493,0.0,0.0,10.0,0.0,-8.26117381263163,15.628251731461047,8.429319371727749,8.261334123078889,8.406430692129236,10.0,2.8428821146504926,0.0,9.6059601,8.262055692129236,8.261334123078889,-10.0,129.6378469868939,0.0
4.227421643271463,10.0,1.0,31,10.0,0.47393538672068414,0.0,0.0,10.0,0.0,-8.302256298956715,15.628251731550916,9.0625,8.302020917423791,8.439851839613757,10.0,2.722256467022551,0.0,9.6059601,8.302351839613756,8.302020917423791,-10.0,129.6378469868939,0.0
4.705882352941176,10.0,1.0,32,10.0,0.47307602431387225,0.0,0.0,10.0,0.0,-8.317472520490082,15.628251731962813,8.823529411764707,8.317533379563917,8.469862202974582,10.0,2.9817313995038393,0.0,9.6059601,8.316424702974581,8.317533379563917,-10.0,129.6378469868939,0.0
3.9669906883720443,10.0,1.0,33,10.0,0.4654098025519688,0.0,0.0,10.0,0.0,-8.36157384181401,15.628251732182136,9.179487179487179,8.361580648023326,8.496111925771856,10.0,2.65704488228898,0.0,9.6059601,8.362049425771856,8.361580648023326,-10.0,129.6378469868939,0.0
4.443901876604488,10.0,1.0,34,10.0,0.4693679163703297,0.0,0.0,10.0,0.0,-8.391712599668624,15.628251732515658,8.958333333333334,8.391836616751629,8.534740021244053,10.0,2.806156821745806,0.0,9.6059601,8.391927521244053,8.391836616751629,-10.0,129.6378469868939,0.0
4.765988668615702,10.0,1.0,35,10.0,0.4608236690161396,0.0,0.0,10.0,0.0,-8.413144662807156,15.628251732643717,8.791208791208792,8.412919519462912,8.556504453952602,10.0,2.8005084787918744,0.0,9.6059601,8.413379453952603,8.412919519462912,-10.0,129.6378469868939,0.0
4.938181170261108,10.0,1.0,36,10.0,0.46295948566559864,0.0,0.0,10.0,0.0,-8.421874989947908,15.628251733172007,8.695652173913043,8.422160968620268,8.573333634072519,10.0,2.934890472758448,0.0,9.6059601,8.42239613407252,8.422160968620268,-10.0,129.6378469868939,0.0
3.5805197228772707,10.0,1.0,37,10.0,0.460092656300064,0.0,0.0,10.0,0.0,-8.448339871868166,15.628251733380843,9.337016574585636,8.447987113291884,8.593165511737878,10.0,2.828255382600083,0.0,9.6059601,8.44847801173788,8.447987113291884,-10.0,129.6378469868939,0.0
4.227421643271463,10.0,1.0,38,10.0,0.4597066981588652,0.0,0.0,10.0,0.0,-8.453637999390333,15.62825173335777,9.0625,8.45367698425897,8.604995569140723,10.0,2.945730898117971,0.0,9.6059601,8.453120569140722,8.45367698425897,-10.0,129.6378469868939,0.0
3.524546963269322,10.0,1.0,39,10.0,0.4583271329474642,0.0,0.0,10.0,0.0,-8.454891318384293,15.628251733383234,9.358288770053475,8.45500001510711,8.610187827087097,10.0,3.002547732015747,0.0,9.6059601,8.454875327087096,8.45500001510711,-10.0,129.6378469868939,0.0
2.0464634503506587,10.0,1.0,40,10.0,0.4654860421431163,0.0,0.0,10.0,0.0,-8.471613741464287,15.628251733556622,9.788359788359788,8.471643676191729,8.624242639097378,10.0,2.9854396217925903,0.0,9.6059601,8.470492639097378,8.471643676191729,-10.0,129.6378469868939,0.0
4.411448854893654,10.0,1.0,41,10.0,0.4565122187497514,0.0,0.0,10.0,0.0,-8.502467066381046,15.628251734345302,8.974358974358974,8.502452680599974,8.646071815987268,10.0,2.7925467062566685,0.0,9.6059601,8.503571815987268,8.502452680599974,-10.0,129.6378469868939,0.0
4.705882352941176,10.0,1.0,42,10.0,0.45864921523246743,0.0,0.0,10.0,0.0,-8.502254612893289,15.628251734579347,8.823529411764707,8.50213523160808,8.6557545632201,10.0,2.985125995213179,0.0,9.6059601,8.5016920632201,8.50213523160808,-10.0,129.6378469868939,0.0
4.670885838386062,10.0,1.0,43,10.0,0.4445982272375901,0.0,0.0,10.0,0.0,-8.510907762690685,15.628251736001522,8.842105263157896,8.510904966365233,8.661113434601722,10.0,2.913213203945328,0.0,9.6059601,8.511113434601722,8.510904966365233,-10.0,129.6378469868939,0.0
3.7866961128846146,10.0,1.0,44,10.0,0.4497365698048745,0.0,0.0,10.0,0.0,-8.52655911308324,15.628251737755274,9.25531914893617,8.526520660101147,8.673196559380393,10.0,2.851731113306715,0.0,9.6059601,8.526946559380395,8.526520660101147,-10.0,129.6378469868939,0.0
3.4886557589440175,10.0,1.0,45,10.0,0.45923584623067554,0.0,0.0,10.0,0.0,-8.536467122677964,15.628251738715884,9.3717277486911,8.536469071693451,8.686352460937929,10.0,2.9272325737721276,0.0,9.6059601,8.53572746093793,8.536469071693451,-10.0,129.6378469868939,0.0
3.7485529615513715,10.0,1.0,46,10.0,0.45084450005648546,0.0,0.0,10.0,0.0,-8.552485794324548,15.628251740803483,9.270833333333334,8.552606540619957,8.6989750469361,10.0,2.8477273561867933,0.0,9.6059601,8.5530375469361,8.552606540619957,-10.0,129.6378469868939,0.0
3.169160030709155,10.0,1.0,47,10.0,0.4620153481091199,0.0,0.0,10.0,0.0,-8.551199993335777,15.628251745026427,9.484536082474227,8.551219024581421,8.709200846879055,10.0,3.055460768916435,0.0,9.6059601,8.551388346879055,8.551219024581421,-10.0,129.6378469868939,0.0
3.5805197228772707,10.0,1.0,48,10.0,0.45908848859343965,0.0,0.0,10.0,0.0,-8.545919849113682,15.62825174732097,9.337016574585636,8.545861782755571,8.708398730548511,10.0,3.137506793502197,0.0,9.6059601,8.545586230548512,8.545861782755571,-10.0,129.6378469868939,0.0
4.0680838318328165,10.0,1.0,49,10.0,0.45080123775457276,0.0,0.0,10.0,0.0,-8.557014327559594,15.628251751310234,9.135135135135135,8.556862432358255,8.711138201475055,10.0,2.974331178339292,0.0,9.6059601,8.557700701475056,8.556862432358255,-10.0,129.6378469868939,0.0
3.767480035404901,10.0,1.0,50,10.0,0.4473800097641889,0.0,0.0,10.0,0.0,-8.580031036041904,15.628251753955364,9.263157894736842,8.580051848424244,8.721161673113645,10.0,2.7702092372174683,0.0,9.6059601,8.579599173113646,8.580051848424244,-10.0,129.6378469868939,0.0
3.9669906883720443,10.0,1.0,51,10.0,0.4423910677772071,0.0,0.0,10.0,0.0,-8.581964447516915,15.628251756301005,9.179487179487179,8.581902116423498,8.730326427956198,10.0,2.8795635816186764,0.0,9.6059601,8.5822014279562,8.581902116423498,-10.0,129.6378469868939,0.0
3.5064638149800835,10.0,1.0,52,10.0,0.46231798464793955,0.0,0.0,10.0,0.0,-8.577528089923064,15.628251761630022,9.365079365079366,8.577775040632018,8.741269637963272,10.0,3.1580966995365363,0.0,9.6059601,8.577519637963272,8.577775040632018,-10.0,129.6378469868939,0.0
3.786696112884614,10.0,1.0,53,10.0,0.43817374740044523,0.0,0.0,10.0,0.0,-8.611990122021231,15.628251765141732,9.25531914893617,8.611931124265785,8.746334588126091,10.0,2.6427132176701305,0.0,9.6059601,8.61195958812609,8.611931124265785,-10.0,129.6378469868939,0.0
4.853038838222605,10.0,1.0,54,10.0,0.453491428848127,0.0,0.0,10.0,0.0,-8.617623996004802,15.628251770226637,8.743455497382199,8.617424022330486,8.765849065056,10.0,2.8783001524881233,0.0,9.6059601,8.618349065056002,8.617424022330486,-10.0,129.6378469868939,0.0
3.711537444790451,10.0,1.0,55,10.0,0.443656166853242,0.0,0.0,10.0,0.0,-8.618866353407105,15.628251772712428,9.285714285714286,8.618873135011777,8.766543287821184,10.0,2.878587014001946,0.0,9.6059601,8.618418287821186,8.618873135011777,-10.0,129.6378469868939,0.0
3.4624444585044674,10.0,1.0,56,10.0,0.4519419367879927,0.0,0.0,10.0,0.0,-8.619114476577815,15.628251779002042,9.381443298969073,8.619189531587114,8.773038640687998,10.0,2.9867244092182226,0.0,9.6059601,8.618976140687998,8.619189531587114,-10.0,129.6378469868939,0.0
2.4803918541230536,10.0,1.0,57,10.0,0.4362270000992998,0.0,0.0,10.0,0.0,-8.636125672481096,15.628251781483762,9.6875,8.63631679188861,8.77538743985423,10.0,2.7356974892048056,0.0,9.6059601,8.635387439854231,8.63631679188861,-10.0,129.6378469868939,0.0
5.099314280163172,10.0,1.0,58,10.0,0.445754262525132,0.0,0.0,10.0,0.0,-8.64776723287399,15.6282517854937,8.602150537634408,8.647757416758507,8.792612422362636,10.0,2.824775090292981,0.0,9.6059601,8.647924922362636,8.647757416758507,-10.0,129.6378469868939,0.0
3.193288100937572,10.0,1.0,59,10.0,0.4418253427897726,0.0,0.0,10.0,0.0,-8.64323952976643,15.628251789436069,9.476439790575917,8.64285256565303,8.79609258999861,10.0,2.9512773836265724,0.0,9.6059601,8.64390508999861,8.64285256565303,-10.0,129.6378469868939,0.0
4.269921753274357,10.0,1.0,60,10.0,0.4597445589217569,0.0,0.0,10.0,0.0,-8.631668480013511,15.628251792717606,9.042553191489361,8.631900774738627,8.79029844741364,10.0,3.050716761700566,0.0,9.6059601,8.632485947413642,8.631900774738627,-10.0,129.6378469868939,0.0
4.016586111229244,10.0,1.0,61,10.0,0.4467392264282883,0.0,0.0,10.0,0.0,-8.63521802808045,15.628251796560097,9.157894736842104,8.6351280669007,8.78865071675967,10.0,2.996774304986745,0.0,9.6059601,8.63396321675967,8.6351280669007,-10.0,129.6378469868939,0.0
4.302648376677275,10.0,1.0,62,10.0,0.4487454304652116,0.0,0.0,10.0,0.0,-8.637837656595572,15.628251800467146,9.027027027027026,8.637989459585471,8.791020112612262,10.0,2.9703008868332637,0.0,9.6059601,8.637895112612263,8.637989459585471,-10.0,129.6378469868939,0.0
4.694130100619193,10.0,1.0,63,10.0,0.44838845654176324,0.0,0.0,10.0,0.0,-8.647129804747765,15.628251804971097,8.829787234042554,8.646912431333977,8.795728858071266,10.0,2.888848302655837,0.0,9.6059601,8.647291358071266,8.646912431333977,-10.0,129.6378469868939,0.0
2.057260327451481,10.0,1.0,64,10.0,0.44995808194865133,0.0,0.0,10.0,0.0,-8.631909289868203,15.628251809916176,9.786096256684491,8.631852856276382,8.794779442974999,10.0,3.1305598911361083,0.0,9.6059601,8.632279442975,8.631852856276382,-10.0,129.6378469868939,0.0
4.07862239984646,10.0,1.0,65,10.0,0.4379075373999402,0.0,0.0,10.0,0.0,-8.665412392177105,15.62825181521665,9.130434782608695,8.665523466745537,8.799689279422017,10.0,2.648781340409213,0.0,9.6059601,8.665001779422017,8.665523466745537,-10.0,129.6378469868939,0.0
4.876917935154671,10.0,1.0,66,10.0,0.4453709010109561,0.0,0.0,10.0,0.0,-8.660636644068356,15.628251817670183,8.73015873015873,8.660723826263544,8.809757246795794,10.0,2.9039304564356425,0.0,9.6059601,8.660382246795795,8.660723826263544,-10.0,129.6378469868939,0.0
3.488655758944017,10.0,1.0,67,10.0,0.4482693892762819,0.0,0.0,10.0,0.0,-8.668573423058348,15.628251822395292,9.3717277486911,8.668381006751485,8.81784694247379,10.0,2.9028079436411725,0.0,9.6059601,8.66878444247379,8.668381006751485,-10.0,129.6378469868939,0.0
4.705882352941176,10.0,1.0,68,10.0,0.442981175361164,0.0,0.0,10.0,0.0,-8.659542920658904,15.628251827095923,8.823529411764707,8.6595993676101,8.814111445718883,10.0,2.9919289091296033,0.0,9.6059601,8.659423945718883,8.6595993676101,-10.0,129.6378469868939,0.0
3.571005892147675,10.0,1.0,69,10.0,0.44571502150830417,0.0,0.0,10.0,0.0,-8.670014661643275,15.628251829163153,9.340659340659341,8.669973134779775,8.819583901912232,10.0,2.888531061090455,0.0,9.6059601,8.671458901912231,8.669973134779775,-10.0,129.6378469868939,0.0
3.21797520473493,10.0,1.0,70,10.0,0.4489326906022943,0.0,0.0,10.0,0.0,-8.662638755794683,15.62825183217802,9.46808510638298,8.662740942399827,8.818730468810688,10.0,3.0316752807922174,0.0,9.6059601,8.662167968810689,8.662740942399827,-10.0,129.6378469868939,0.0
4.026729648770464,10.0,1.0,71,10.0,0.4463444813162207,0.0,0.0,10.0,0.0,-8.668008530226654,15.62825183584632,9.153439153439153,8.667821911062193,8.818827978733488,10.0,2.9472671647250683,0.0,9.6059601,8.66695297873349,8.667821911062193,-10.0,129.6378469868939,0.0
4.358898943540674,10.0,1.0,72,10.0,0.459732627897615,0.0,0.0,10.0,0.0,-8.658909451418953,15.628251840706755,9.0,8.659155700414157,8.820324619994539,10.0,3.1018386111460936,0.0,9.6059601,8.660012119994539,8.659155700414157,-10.0,129.6378469868939,0.0
2.8786180970868664,10.0,1.0,73,10.0,0.45405309123237536,0.0,0.0,10.0,0.0,-8.665892190133794,15.628251846358818,9.576719576719576,8.66586316848646,8.823661560912623,10.0,3.0665463020568,0.0,9.6059601,8.665224060912623,8.66586316848646,-10.0,129.6378469868939,0.0
4.64798156610898,10.0,1.0,74,10.0,0.44903542407366753,0.0,0.0,10.0,0.0,-8.65961962094753,15.628251848628336,8.854166666666666,8.659548845938152,8.814670688149137,10.0,3.020646297455804,0.0,9.6059601,8.658733188149137,8.659548845938152,-10.0,129.6378469868939,0.0
4.047248754743209,10.0,1.0,75,10.0,0.4530424100876957,0.0,0.0,10.0,0.0,-8.65600007487026,15.628251852406652,9.144385026737968,8.656252998382978,8.812778754260322,10.0,3.0280036780735022,0.0,9.6059601,8.656528754260322,8.656252998382978,-10.0,129.6378469868939,0.0
3.7866961128846146,10.0,1.0,76,10.0,0.45517427325478726,0.0,0.0,10.0,0.0,-8.672912039659922,15.628251855994035,9.25531914893617,8.672848949442873,8.822984111652087,10.0,2.917611811904546,0.0,9.6059601,8.673296611652088,8.672848949442873,-10.0,129.6378469868939,0.0
3.2604227082352564,10.0,1.0,77,10.0,0.4536618907458603,0.0,0.0,10.0,0.0,-8.665838381071891,15.628251860119962,9.453551912568306,8.66568599908036,8.823970711502874,10.0,3.0696888967246303,0.0,9.6059601,8.665533211502874,8.66568599908036,-10.0,129.6378469868939,0.0
3.8563377605779343,10.0,1.0,78,10.0,0.440600592357728,0.0,0.0,10.0,0.0,-8.685909603540095,15.62825186455495,9.226519337016574,8.685900894045332,8.829447091788545,10.0,2.8043412217956782,0.0,9.6059601,8.686009591788544,8.685900894045332,-10.0,129.6378469868939,0.0
5.22512574568036,10.0,1.0,79,10.0,0.45194382613150164,0.0,0.0,10.0,0.0,-8.695359255196353,15.628251866648913,8.526315789473685,8.695433095073428,8.841591332536431,10.0,2.8733951948485728,0.0,9.6059601,8.69440383253643,8.695433095073428,-10.0,129.6378469868939,0.0
4.390202702627341,10.0,1.0,80,10.0,0.4522495425870578,0.0,0.0,10.0,0.0,-8.684523452352913,15.628251871932191,8.98477157360406,8.684572095346903,8.842301522752411,10.0,3.031358019820212,0.0,9.6059601,8.686051522752411,8.684572095346903,-10.0,129.6378469868939,0.0
4.705882352941176,10.0,1.0,81,10.0,0.4481152285119189,0.0,0.0,10.0,0.0,-8.677929128559311,15.628251876245104,8.823529411764707,8.677823004366092,8.833808842099998,10.0,3.0293639127920216,0.0,9.6059601,8.677246342099998,8.677823004366092,-10.0,129.6378469868939,0.0
3.976763200409467,10.0,1.0,82,10.0,0.4491800634176576,0.0,0.0,10.0,0.0,-8.681882687658407,15.62825188076547,9.175257731958762,8.68192980686138,8.836187767116083,10.0,3.002258275277223,0.0,9.6059601,8.681500267116084,8.68192980686138,-10.0,129.6378469868939,0.0
